"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","wOBA","ADP","playerid"
"Mike Trout","LAA","157","676","540","157","28","3","47","119","115","118","148","11","4",".291",".427",".617","1.045",".431","6.0","10155"
"Juan Soto","WSN","154","676","555","167","34","3","39","109","109","113","123","11","4",".301",".419",".581","1.000",".416","3.7","20123"
"Freddie Freeman","ATL","157","687","584","176","38","3","34","104","105","89","125","7","3",".301",".397",".548",".945",".396","13.4","5361"
"Christian Yelich","MIL","156","686","583","166","31","3","37","106","104","92","163","18","6",".285",".387",".537",".925",".390","10.7","11477"
"Bryce Harper","PHI","154","677","554","148","31","2","38","104","105","111","158","13","5",".268",".393",".535",".928",".389","17.6","11579"
"Cody Bellinger","LAD","151","669","576","161","34","3","41","107","109","84","131","14","4",".280",".373",".562",".935",".389","17.6","15998"
"Mookie Betts","LAD","157","698","603","176","37","4","35","112","103","82","105","20","5",".293",".379",".541",".920",".387","4.1","13611"
"Alex Bregman","HOU","152","655","552","154","34","3","33","98","97","89","91","5","1",".279",".384",".530",".914",".387","47.3","17678"
"Ronald Acuna Jr.","ATL","156","680","586","164","31","3","39","114","102","82","183","29","8",".280",".374",".543",".917",".386","1.6","18401"
"Aaron Judge","NYY","134","581","489","126","22","1","37","92","88","81","178","4","2",".258",".370",".534",".904",".382","52.5","15640"
"Anthony Rendon","LAA","154","662","564","160","35","2","31","94","93","83","98","2","1",".284",".380",".517",".898",".380","38.6","12861"
"George Springer","TOR","144","622","537","148","24","2","35","96","90","71","127","5","2",".276",".368",".522",".889",".378","53.0","12856"
"Yordan Alvarez","HOU","122","523","452","125","26","2","30","76","85","63","135","3","1",".276",".366",".537",".903",".377","79.0","19556"
"Jose Ramirez","CLE","154","659","576","159","36","4","36","101","98","71","97","24","6",".275",".357",".540",".896",".376","10.9","13510"
"Trevor Story","COL","152","656","588","164","38","5","35","101","96","57","174","25","6",".279",".347",".539",".885",".372","12.2","12564"
"Eugenio Suarez","CIN","152","668","578","148","24","2","44","99","110","75","183","3","1",".257",".349",".534",".883",".371","63.5","12552"
"Marcell Ozuna","ATL","149","652","577","161","27","2","36","94","101","67","142","4","1",".280",".356",".521",".877",".370","44.1","10324"
"Fernando Tatis Jr.","SDP","152","675","598","163","32","5","37","105","102","64","191","24","7",".272",".349",".530",".879",".370","2.7","19709"
"Vladimir Guerrero Jr.","TOR","144","622","550","162","31","2","26","88","86","61","95","3","1",".295",".368",".502",".870",".369","45.3","19611"
"Giancarlo Stanton","NYY","130","560","485","123","20","1","37","84","87","65","164","3","1",".254",".348",".528",".876",".368","111.4","4949"
"Xander Bogaerts","BOS","149","640","567","164","33","2","29","91","85","61","119","7","2",".290",".361",".505",".866",".367","34.0","12161"
"J.D. Martinez","BOS","149","640","563","157","31","2","33","89","92","67","154","2","1",".278",".356",".514",".870",".365","93.7","6184"
"Anthony Rizzo","CHC","157","688","582","156","30","3","29","92","94","78","106","7","3",".268",".372",".479",".851",".364","106.2","3473"
"Jesse Winker","CIN","117","512","440","119","22","1","23","71","69","61","102","2","1",".270",".366",".484",".850",".364","208.5","13590"
"Luke Voit","NYY","109","469","411","108","17","1","27","67","68","48","119","0","0",".263",".349",".507",".856",".363","87.8","14811"
"Pete Alonso","NYM","151","660","572","144","27","1","41","93","107","67","174","2","1",".252",".344",".520",".865",".363","53.1","19251"
"Justin Turner","LAD","126","561","488","137","29","1","21","78","76","53","95","2","1",".282",".364",".479",".843",".362","200.3","5235"
"Josh Donaldson","MIN","136","582","488","121","25","1","28","83","76","84","139","3","1",".248",".364",".477",".841",".361","191.8","5038"
"Rhys Hoskins","PHI","141","620","517","124","26","2","33","86","91","87","149","3","1",".241",".358",".488",".846",".361","163.2","16472"
"Charlie Blackmon","COL","136","586","527","152","29","6","23","79","79","47","110","6","2",".288",".354",".496",".850",".361","88.2","7859"
"Manny Machado","SDP","156","689","611","166","30","2","39","93","110","68","121","9","3",".272",".345",".516",".862",".361","21.4","11493"
"Max Muncy","LAD","134","597","499","120","22","2","31","87","86","86","154","3","1",".241",".360",".480",".839",".360","102.1","13301"
"Paul Goldschmidt","STL","151","658","558","149","26","2","27","90","84","88","151","5","2",".267",".370",".466",".836",".359","91.4","9218"
"Eloy Jimenez","CHW","15","62","57","16","3","0","3","8","10","4","15","0","0",".279",".333",".521",".854",".359","249.4","17484"
"Corey Seager","LAD","149","662","595","167","38","2","30","92","98","57","126","2","1",".280",".346",".500",".846",".359","29.2","13624"
"Kris Bryant","CHC","146","638","545","141","28","3","27","85","86","73","155","3","1",".258",".359",".471",".831",".357","126.0","15429"
"Michael Conforto","NYM","151","660","566","146","29","1","31","90","90","78","160","6","2",".257",".356",".478",".834",".356","73.0","16376"
"Nolan Arenado","STL","152","666","589","159","29","2","36","87","100","66","98","2","1",".270",".343",".509",".852",".356","43.7","9777"
"Nelson Cruz","MIN","133","568","508","132","24","1","35","78","89","47","148","1","0",".260",".331",".517",".849",".355","92.5","2434"
"Nicholas Castellanos","CIN","146","640","579","157","37","4","31","88","93","49","160","3","1",".272",".333",".509",".842",".355","78.3","11737"
"Kyle Schwarber","WSN","121","534","459","110","20","2","32","74","84","65","148","3","1",".240",".339",".499",".838",".354","205.1","16478"
"Gleyber Torres","NYY","149","644","571","155","28","2","31","89","88","61","139","6","2",".271",".345",".489",".834",".354","61.6","16997"
"Jose Abreu","CHW","152","650","590","163","31","2","32","84","98","42","140","2","1",".277",".336",".500",".836",".353","41.5","15676"
"Josh Bell","WSN","136","598","521","137","25","2","29","79","87","67","130","2","1",".263",".349",".487",".837",".353","136.4","13145"
"C.J. Cron","COL","123","530","476","127","25","2","28","69","81","38","125","2","1",".266",".332",".503",".835",".353","171.1","12546"
"Yasiel Puig","","62","266","239","65","12","1","12","38","36","23","52","7","2",".272",".340",".490",".831",".353","527.7","14225"
"Shohei Ohtani","LAA","115","495","437","116","23","3","23","74","64","50","137","13","4",".265",".343",".488",".831",".353","154.1","19755"
"Rafael Devers","BOS","147","633","576","158","37","2","31","88","88","48","138","6","2",".274",".332",".506",".838",".353","41.4","17350"
"DJ LeMahieu","NYY","152","658","595","177","27","3","21","90","77","54","96","5","2",".298",".358",".458",".816",".352","27.8","9874"
"Jose Altuve","HOU","154","662","595","170","31","3","24","93","84","55","110","14","5",".286",".352",".467",".819",".352","92.4","5417"
"Trea Turner","WSN","152","669","605","173","32","6","23","100","79","54","128","35","8",".286",".348",".474",".821",".351","7.7","16252"
"Joey Gallo","TEX","151","633","533","115","24","2","40","88","98","88","228","6","2",".215",".333",".495",".828",".349","142.6","14128"
"Yoenis Cespedes","","53","231","209","54","10","1","14","31","36","18","56","1","1",".258",".322",".512",".834",".349","596.6","13110"
"Mike Moustakas","CIN","152","668","597","151","29","1","40","89","103","59","129","3","1",".253",".325",".506",".830",".349","118.7","4892"
"A.J. Pollock","LAD","131","583","526","139","28","2","31","85","88","43","131","11","3",".264",".326",".501",".828",".349","202.3","9256"
"Jorge Soler","KCR","143","603","524","128","24","1","33","79","91","66","176","2","1",".244",".336",".482",".818",".348","141.7","14221"
"Tommy Pham","SDP","134","596","514","136","24","3","20","83","69","72","133","18","5",".264",".360",".440",".800",".348","137.1","2967"
"Ketel Marte","ARI","154","671","608","174","34","6","21","89","84","52","94","8","3",".286",".346",".468",".814",".348","76.6","13613"
"Eddie Rosario","CLE","130","555","513","143","26","3","29","72","85","34","88","5","2",".279",".322",".507",".829",".347","107.2","12155"
"Bo Bichette","TOR","149","643","589","168","39","3","23","93","79","45","141","20","6",".284",".338",".478",".815",".347","25.1","19612"
"Joc Pederson","CHC","131","575","495","118","24","2","30","76","84","65","137","3","1",".238",".337",".475",".812",".347","230.7","11899"
"Ozzie Albies","ATL","151","659","599","168","35","5","25","92","87","47","122","16","4",".280",".337",".481",".818",".347","35.7","16556"
"Gary Sanchez","NYY","109","429","377","88","15","0","28","60","66","42","125","1","0",".233",".321",".501",".821",".347","152.9","11442"
"J.T. Realmuto","PHI","138","561","504","135","25","3","26","77","78","43","127","8","2",".268",".333",".482",".815",".346","48.1","11739"
"Ryan Braun","","52","224","204","56","12","1","10","31","30","15","43","4","1",".276",".331",".485",".817",".346","600.9","3410"
"Daniel Vogelbach","MIL","39","172","144","34","6","0","8","21","24","25","41","0","0",".237",".351",".450",".802",".346","598.7","14130"
"Andrew McCutchen","PHI","134","591","510","130","25","2","24","79","75","71","129","8","3",".254",".349",".451",".801",".346","207.7","9847"
"Matt Olson","OAK","146","617","534","125","26","1","35","81","90","71","171","2","1",".235",".332",".486",".817",".346","86.4","14344"
"Joey Votto","CIN","144","633","534","137","27","2","20","82","72","89","126","3","1",".256",".366",".426",".792",".346","396.5","4314"
"Max Kepler","MIN","146","624","544","135","30","3","28","85","79","68","111","5","2",".248",".337",".472",".809",".346","197.7","12144"
"Matt Chapman","OAK","151","638","561","134","30","3","34","86","89","65","169","2","1",".239",".324",".490",".814",".345","115.9","16505"
"Yasmani Grandal","CHW","136","538","450","104","18","1","26","71","73","79","140","2","1",".231",".348",".449",".797",".345","131.4","11368"
"Jeff McNeil","NYM","154","674","602","170","35","3","19","86","80","51","94","8","3",".283",".351",".447",".798",".344","96.7","15362"
"Brandon Lowe","TBR","131","559","493","122","27","3","27","74","78","55","160","6","2",".248",".330",".478",".808",".344","71.6","18882"
"Marcus Semien","TOR","149","643","570","150","29","2","27","89","82","64","124","10","4",".263",".338",".463",".801",".343","124.0","12533"
"Brandon Nimmo","NYM","120","525","440","108","21","3","16","71","56","71","129","6","2",".246",".362",".421",".783",".343","264.0","12927"
"Wander Franco","TBR","102","435","393","113","23","3","12","55","52","35","38","8","3",".289",".349",".455",".804",".343","999.0","sa3007033"
"Aaron Hicks","NYY","134","581","493","119","23","2","24","81","68","80","124","6","2",".242",".350",".444",".793",".343","235.3","5297"
"Greg Bird","","19","84","73","18","4","0","4","10","12","10","21","0","0",".242",".335",".468",".803",".343","600.6","14131"
"Trey Mancini","BAL","131","551","495","132","23","2","24","71","69","46","128","1","0",".266",".335",".467",".802",".343","156.8","15149"
"Carlos Correa","HOU","151","649","574","151","30","1","28","85","89","64","150","3","1",".264",".339",".464",".803",".342","121.2","14162"
"Hunter Renfroe","BOS","112","480","432","104","21","1","31","66","73","39","134","3","1",".241",".309",".507",".816",".342","445.1","15464"
"Edwin Encarnacion","","40","175","154","37","7","0","10","23","26","17","41","1","0",".237",".321",".484",".805",".342","596.5","2151"
"Brandon Belt","SFG","123","530","450","109","25","3","19","68","64","71","121","3","1",".243",".349",".440",".789",".341","491.7","10264"
"Mitch Haniger","SEA","134","564","492","122","24","2","26","72","71","58","140","5","2",".247",".336",".459",".795",".341","223.8","14274"
"Francisco Lindor","NYM","157","688","617","164","32","2","31","93","92","58","112","18","6",".266",".332",".473",".805",".341","18.7","12916"
"Austin Meadows","TBR","117","497","442","112","24","3","22","66","66","46","122","10","3",".254",".328",".474",".802",".340","77.5","15672"
"Yoan Moncada","CHW","147","629","554","141","27","4","25","84","79","66","185","10","3",".255",".337",".456",".793",".340","83.5","17232"
"Will Smith","LAD","94","382","333","80","17","1","19","51","55","39","96","2","1",".239",".328",".468",".796",".339","105.0","19197"
"Justin Upton","LAA","133","572","500","119","21","1","30","78","79","60","165","4","1",".239",".327",".465",".792",".339","348.2","5222"
"Mark Canha","OAK","139","590","504","121","26","2","22","75","67","67","137","4","1",".241",".344",".435",".779",".338","265.1","11445"
"Willson Contreras","CHC","113","456","399","101","19","2","17","58","58","43","116","3","1",".252",".339",".442",".780",".337","120.3","11609"
"Miguel Sano","MIN","149","638","555","123","24","1","38","87","96","74","244","1","0",".221",".317",".477",".793",".336","209.6","12164"
"Alejandro Kirk","TOR","100","409","362","97","20","1","13","51","50","39","62","1","1",".268",".346",".436",".781",".336","285.1","22581"
"Franmil Reyes","CLE","152","652","580","144","27","1","33","82","95","63","183","1","0",".248",".324",".468",".792",".336","157.6","14566"
"Wil Myers","SDP","141","625","554","135","28","2","30","86","85","62","187","16","4",".244",".323",".463",".787",".336","130.9","10047"
"Salvador Perez","KCR","131","515","477","123","23","1","30","62","85","24","111","1","0",".258",".302",".499",".801",".336","83.6","7304"
"Randal Grichuk","TOR","94","405","372","93","20","2","22","55","60","26","102","2","1",".250",".305",".493",".798",".335","298.9","10243"
"Michael Brantley","HOU","139","600","538","150","32","2","16","75","72","51","79","4","1",".280",".344",".433",".777",".335","151.0","4106"
"Alex Dickerson","SFG","109","467","417","108","26","3","17","57","61","39","96","2","1",".258",".330",".457",".787",".335","366.0","12649"
"Nick Senzel","CIN","130","569","512","134","32","3","20","79","67","47","138","17","5",".261",".327",".455",".782",".334","202.3","19293"
"Kole Calhoun","ARI","110","481","419","101","19","2","21","61","64","52","110","3","1",".241",".330",".449",".780",".334","414.8","11200"
"Rowdy Tellez","TOR","92","398","357","89","19","1","20","52","56","33","96","2","1",".249",".319",".470",".789",".334","337.5","15679"
"Bryan Reynolds","PIT","136","582","520","137","29","4","18","70","70","52","142","5","2",".264",".336",".438",".773",".334","330.4","19326"
"Randy Arozarena","TBR","144","615","548","138","27","3","26","82","77","48","160","17","6",".253",".328",".454",".782",".334","59.2","19290"
"David Peralta","ARI","130","565","511","139","26","5","17","71","68","45","116","2","1",".273",".336",".441",".777",".334","285.0","2136"
"Nolan Jones","","10","42","36","9","2","0","1","5","5","5","13","0","0",".245",".344",".422",".766",".333","591.9","sa917941"
"Cavan Biggio","TOR","139","601","509","118","25","3","22","82","68","82","164","10","3",".232",".343",".421",".764",".333","68.2","19252"
"Alex Verdugo","BOS","138","591","534","147","35","2","15","75","65","49","102","6","2",".275",".338",".435",".773",".333","130.4","17027"
"Yandy Diaz","TBR","110","470","408","110","18","2","10","56","48","56","86","2","1",".270",".360",".397",".757",".333","547.0","16578"
"Miguel Andujar","NYY","13","56","52","14","3","0","2","7","7","3","9","0","0",".269",".317",".468",".785",".332","584.2","15878"
"Lourdes Gurriel Jr.","TOR","136","587","543","145","27","1","27","78","80","33","135","7","2",".267",".313",".469",".782",".332","87.1","19238"
"Garrett Cooper","MIA","73","315","283","75","15","1","11","37","38","26","77","0","0",".266",".333",".437",".770",".332","550.2","15279"
"Luis Arraez","MIN","126","541","490","148","30","3","4","64","53","42","55","4","2",".303",".358",".401",".759",".332","507.7","18568"
"Keston Hiura","MIL","139","615","554","139","27","2","28","78","86","44","190","10","4",".252",".319",".462",".781",".331","73.5","20003"
"Trent Grisham","SDP","138","610","527","127","26","4","22","79","72","72","153","12","3",".240",".336",".429",".766",".331","79.1","18564"
"Chris Taylor","LAD","117","518","459","117","25","4","17","71","61","48","143","8","3",".255",".331",".440",".771",".331","233.5","13757"
"Ji-Man Choi","TBR","91","387","331","79","17","1","14","46","47","48","95","2","1",".239",".339",".426",".765",".331","582.6","5452"
"Matt Kemp","","36","154","140","36","7","0","7","19","22","12","40","0","0",".259",".316",".464",".780",".331","999.0","5631"
"Brian Anderson","MIA","154","665","586","148","30","2","24","79","80","61","161","3","1",".252",".333",".432",".765",".331","284.7","18289"
"Carlos Santana","KCR","146","616","519","122","24","3","21","73","73","88","101","2","1",".235",".347",".413",".760",".330","294.7","2396"
"Khris Davis","TEX","60","252","222","52","8","0","14","30","35","24","71","0","0",".233",".316",".461",".777",".330","570.6","9112"
"Eduardo Escobar","ARI","141","615","556","145","30","6","24","75","82","47","119","3","1",".260",".319",".462",".782",".330","314.1","6153"
"Matt Carpenter","STL","91","397","333","74","18","2","15","49","47","55","106","2","1",".223",".340",".419",".758",".330","593.3","8090"
"Mitch Garver","MIN","84","333","293","68","14","1","16","43","44","34","97","0","0",".233",".318",".452",".770",".330","208.7","15161"
"Christian Walker","ARI","133","580","517","128","29","2","24","72","77","51","148","5","1",".247",".320",".453",".773",".329","209.6","13419"
"Didi Gregorius","PHI","134","591","540","142","25","3","26","74","82","37","89","8","2",".263",".315",".464",".779",".329","164.3","6012"
"Teoscar Hernandez","TOR","147","636","573","135","26","3","35","88","92","53","202","9","3",".236",".305",".475",".779",".329","85.1","13066"
"J.D. Davis","NYM","102","447","397","101","20","1","16","55","55","42","112","1","1",".254",".332",".432",".763",".329","281.8","16219"
"Jordan Luplow","CLE","62","264","230","56","13","1","10","33","32","28","60","3","1",".242",".330",".436",".765",".329","600.9","16424"
"Wilmer Flores","SFG","66","286","262","70","13","1","11","33","39","18","44","1","0",".267",".319",".452",".772",".329","484.7","5827"
"Nate Lowe","TEX","100","422","371","92","19","1","15","49","49","45","113","1","0",".249",".334",".429",".763",".329","470.3","19566"
"Whit Merrifield","KCR","156","658","604","170","35","5","16","84","75","42","108","23","7",".281",".332",".433",".764",".329","40.8","11281"
"Colton Welker","COL","18","77","70","20","4","0","2","9","9","5","16","0","0",".281",".335",".438",".773",".329","599.1","sa917962"
"Anthony Santander","BAL","147","619","569","146","34","2","28","76","80","39","126","4","1",".256",".309",".471",".780",".329","171.5","14551"
"Hunter Dozier","KCR","144","610","542","133","29","4","23","75","78","59","162","5","2",".246",".323",".445",".767",".329","231.0","15117"
"Paul DeJong","STL","149","651","581","142","30","1","29","81","85","54","164","5","2",".245",".318",".450",".768",".329","250.8","18015"
"Travis d'Arnaud","ATL","112","447","403","103","19","1","18","56","59","36","105","2","1",".256",".321",".446",".767",".329","137.9","7739"
"Brad Miller","PHI","62","271","236","55","10","2","12","35","36","31","79","2","1",".231",".322",".444",".766",".328","597.8","12775"
"Starling Marte","MIA","144","623","570","157","28","3","18","80","67","33","118","27","6",".276",".330",".431",".761",".328","49.9","9241"
"Dominic Smith","NYM","131","575","519","132","29","1","23","70","75","45","139","3","1",".254",".319",".446",".766",".328","130.1","15653"
"Jorge Polanco","MIN","131","562","507","136","28","4","15","70","61","44","95","7","3",".269",".330",".431",".760",".327","259.7","13152"
"Jedd Gyorko","","36","154","138","33","6","0","7","19","21","14","37","0","0",".243",".317",".448",".765",".327","599.7","10816"
"Adam Eaton","CHW","126","539","468","122","21","4","12","67","51","54","98","9","3",".260",".347",".395",".742",".327","415.5","11205"
"Tim Anderson","CHW","154","657","619","173","30","3","23","85","82","29","152","21","6",".280",".315",".450",".765",".327","43.3","15172"
"Ke'Bryan Hayes","PIT","138","589","528","139","31","4","16","69","66","49","125","9","2",".263",".331",".426",".756",".326","129.0","18577"
"Ryan McMahon","COL","136","586","525","128","27","3","24","72","76","54","183","4","1",".244",".318",".443",".761",".326","233.1","15112"
"Josh Naylor","CLE","113","485","437","116","24","2","14","57","58","41","82","3","1",".264",".330",".426",".756",".325","506.3","18839"
"Matt Adams","","13","56","51","12","2","0","3","7","9","4","16","0","0",".235",".299",".473",".773",".325","999.0","9393"
"Jesus Aguilar","MIA","120","518","457","111","21","1","21","58","66","51","120","0","0",".244",".324",".431",".755",".325","431.6","11342"
"Starlin Castro","WSN","123","541","500","138","24","1","19","64","71","31","101","3","1",".275",".319",".442",".761",".325","454.2","4579"
"Javier Baez","CHC","154","674","628","163","31","3","32","87","97","35","194","14","5",".259",".302",".470",".772",".325","71.8","12979"
"Neil Walker","","13","56","49","12","3","0","2","6","7","6","12","0","0",".251",".331",".420",".750",".324","999.0","7539"
"Andrew Benintendi","KCR","131","555","485","123","26","4","13","67","58","59","112","10","3",".254",".338",".406",".745",".324","219.1","17901"
"Austin Riley","ATL","136","595","542","134","28","2","28","73","85","43","174","1","1",".247",".308",".457",".765",".324","221.6","18360"
"Ian Happ","CHC","143","624","543","125","25","3","25","78","79","72","190","7","3",".231",".324",".427",".750",".323","159.0","17919"
"Jean Segura","PHI","136","598","545","152","25","3","15","74","66","38","95","13","4",".279",".332",".415",".747",".323","194.2","5933"
"Dansby Swanson","ATL","149","652","582","148","31","3","22","83","77","58","161","11","4",".255",".325",".428",".754",".323","110.4","18314"
"Lorenzo Cain","MIL","125","550","490","133","25","2","9","66","54","50","96","15","4",".271",".345",".389",".734",".323","298.1","9077"
"Avisail Garcia","MIL","79","350","316","83","14","2","12","42","42","26","84","5","2",".261",".325",".425",".750",".323","413.4","5760"
"Byron Buxton","MIN","136","582","535","130","28","5","27","82","72","36","164","19","4",".244",".297",".468",".766",".323","109.9","14161"
"Clint Frazier","NYY","126","546","487","117","25","2","22","71","65","50","152","6","2",".240",".316",".436",".752",".323","175.4","15983"
"Ramon Laureano","OAK","149","631","560","134","29","3","23","80","70","54","173","12","3",".240",".319",".428",".747",".322","144.5","17128"
"Renato Nunez","DET","11","48","43","10","2","0","2","6","6","4","12","0","0",".241",".308",".447",".755",".322","529.8","14503"
"Aristides Aquino","CIN","29","128","117","27","5","1","7","17","18","9","38","2","0",".232",".293",".472",".765",".322","591.0","15482"
"Asdrubal Cabrera","ARI","71","311","278","70","15","1","10","37","39","26","65","1","0",".251",".319",".429",".749",".322","552.7","4962"
"Tyler Flowers","","32","128","111","26","5","0","5","15","15","12","41","0","0",".232",".327",".410",".737",".322","600.8","9134"
"Logan Morrison","","26","112","99","23","4","0","5","13","15","11","25","0","0",".228",".313",".437",".750",".322","999.0","9205"
"Omar Narvaez","MIL","71","288","252","63","10","0","9","32","34","31","63","0","0",".249",".336",".399",".735",".322","328.9","13338"
"Luis Robert","CHW","149","636","581","144","28","4","27","84","80","43","190","20","5",".247",".307",".448",".755",".322","34.5","20043"
"Jay Bruce","NYY","52","224","201","46","9","1","13","29","32","20","56","1","0",".227",".297",".466",".763",".322","569.8","9892"
"Tyler O'Neill","STL","133","581","521","122","24","2","28","73","78","49","181","7","2",".235",".305",".450",".755",".321","382.9","15711"
"Tommy La Stella","SFG","110","474","419","110","23","2","10","54","51","44","51","1","0",".262",".336",".400",".735",".321","393.6","12371"
"Kyle Tucker","HOU","151","649","583","142","32","4","25","88","80","54","157","21","5",".243",".311",".443",".755",".321","32.2","18345"
"Ryan Mountcastle","BAL","134","565","525","138","28","2","22","66","68","31","140","3","1",".264",".308",".447",".755",".321","156.5","18373"
"Cesar Hernandez","CLE","131","562","502","135","23","4","10","67","54","52","110","6","2",".269",".341",".391",".733",".321","401.8","10556"
"Luis Campusano","SDP","28","112","102","27","5","0","3","12","14","8","18","0","0",".267",".328",".417",".744",".321","999.0","22217"
"Alec Bohm","PHI","134","591","534","140","25","2","17","70","70","47","121","5","2",".263",".326",".416",".743",".320","999.0","21618"
"Jason Heyward","CHC","126","553","482","119","21","3","15","65","60","61","106","4","2",".247",".336",".397",".733",".320","536.0","4940"
"Mike Yastrzemski","SFG","149","642","566","133","31","5","23","80","75","65","173","6","2",".234",".318",".427",".745",".320","138.5","14854"
"Nick Solak","TEX","134","565","505","131","23","2","16","66","59","47","124","8","2",".258",".328",".408",".736",".320","172.3","19294"
"Yoshitomo Tsutsugo","TBR","83","352","305","67","14","1","15","41","45","43","106","0","0",".220",".319",".421",".741",".320","563.1","27459"
"Odubel Herrera","PHI","23","100","90","23","4","0","3","12","12","8","23","1","0",".257",".322",".419",".741",".320","553.3","11476"
"Jake Lamb","CHW","24","104","89","20","4","0","4","13","13","13","29","1","0",".219",".321",".418",".739",".319","596.9","13329"
"Jeimer Candelario","DET","147","624","549","130","30","4","20","72","69","62","152","3","1",".237",".321",".415",".737",".319","285.1","13621"
"Eric Hosmer","SDP","147","653","593","154","24","2","22","77","80","53","145","6","2",".260",".322",".418",".740",".319","165.1","3516"
"Corey Dickerson","MIA","126","546","503","132","28","4","17","61","65","35","105","5","2",".264",".314",".435",".748",".319","448.7","10762"
"Kyle Seager","SEA","144","605","533","125","27","1","24","67","73","59","113","4","2",".235",".316",".425",".742",".318","295.6","9785"
"Jonathan Schoop","DET","131","555","515","130","25","2","24","63","73","28","130","1","1",".253",".300",".448",".748",".318","389.4","11265"
"Jose Martinez","NYM","2","7","6","2","0","0","0","1","1","1","2","0","0",".260",".329",".402",".731",".318","600.5","7996"
"Mike Brosseau","TBR","32","138","125","31","7","0","5","16","17","10","36","1","1",".246",".313",".425",".738",".318","524.8","19683"
"Danny Jansen","TOR","84","332","291","68","14","1","12","41","39","31","72","2","1",".234",".320",".414",".733",".318","364.6","16535"
"Alexander Kirilloff","","89","381","352","93","20","2","10","46","43","24","83","3","1",".266",".316",".425",".741",".317","999.0","sa917929"
"Wilson Ramos","DET","87","340","307","82","12","1","10","37","40","26","56","0","0",".267",".326",".408",".734",".317","258.7","1433"
"Austin Slater","SFG","65","279","246","61","11","1","7","35","27","28","76","6","2",".248",".333",".389",".722",".317","532.7","16153"
"Buster Posey","SFG","107","423","373","100","17","1","8","46","45","39","66","2","1",".268",".341",".384",".725",".317","249.9","9166"
"Adam Frazier","PIT","136","582","525","139","28","4","11","65","60","45","87","8","3",".265",".329",".399",".728",".317","523.2","15223"
"Enrique Hernandez","BOS","97","417","374","90","19","2","17","51","50","36","91","2","1",".240",".309",".432",".741",".317","377.1","10472"
"Bobby Dalbec","BOS","123","528","466","102","21","1","26","67","70","51","197","2","1",".218",".305",".437",".742",".317","260.4","19966"
"Miguel Cabrera","DET","138","583","521","134","23","1","17","63","66","53","123","1","0",".257",".328",".403",".731",".316","554.2","1744"
"Jake Bauers","CLE","78","333","290","68","16","1","10","41","36","38","84","6","2",".233",".325",".399",".724",".316","587.0","15194"
"Robbie Grossman","DET","130","548","474","115","23","3","12","63","51","66","106","8","3",".243",".339",".378",".717",".316","438.5","5254"
"Jared Walsh","LAA","94","404","364","85","18","1","18","49","53","33","120","1","0",".233",".302",".438",".740",".316","241.4","18607"
"Tim Locastro","ARI","79","346","306","77","17","3","7","44","31","22","70","14","3",".250",".329",".388",".717",".316","540.7","15124"
"Dexter Fowler","LAA","99","425","367","83","16","2","14","54","45","50","113","5","2",".225",".324",".397",".721",".315","593.4","4062"
"Keibert Ruiz","","13","52","48","13","3","0","1","6","6","3","6","0","0",".271",".323",".408",".731",".315","598.4","19610"
"Ryan Zimmerman","WSN","37","164","148","37","8","0","5","19","20","13","36","0","0",".249",".313",".418",".731",".315","597.7","4220"
"Gavin Lux","LAD","115","511","461","115","23","3","16","66","59","44","125","8","2",".248",".316",".413",".729",".315","212.4","19955"
"Jeter Downs","BOS","6","28","25","6","1","0","1","4","3","2","7","1","0",".239",".309",".426",".735",".315","576.8","sa3004615"
"Zack Cozart","","10","42","37","9","2","0","1","5","5","3","7","0","0",".244",".313",".415",".728",".314","999.0","2616"
"Bradley Zimmer","","13","55","49","11","2","0","2","7","6","6","19","2","0",".227",".318",".401",".719",".314","599.6","16221"
"Josh VanMeter","ARI","28","120","107","26","6","1","4","15","14","11","27","3","1",".240",".313",".416",".729",".314","601.0","15170"
"Marwin Gonzalez","BOS","83","355","319","80","17","1","11","42","39","28","79","2","1",".251",".318",".408",".726",".314","522.0","5497"
"Travis Shaw","MIL","87","386","336","74","14","1","17","44","51","44","103","2","1",".220",".313",".415",".727",".314","564.8","11982"
"Victor Robles","WSN","151","662","589","147","29","4","18","85","66","42","162","25","7",".249",".321",".403",".724",".314","118.7","18363"
"Alex Avila","WSN","68","273","228","47","9","0","10","33","33","40","98","1","0",".206",".330",".384",".714",".314","599.6","7476"
"Pablo Sandoval","ATL","23","99","90","22","4","0","4","12","13","7","22","0","0",".246",".308",".425",".732",".314","600.7","5409"
"Kyle Lewis","SEA","136","571","509","121","22","2","21","65","65","54","173","4","1",".237",".312",".414",".726",".314","156.4","19508"
"Ty France","SEA","126","530","474","114","23","1","18","58","60","36","121","2","1",".241",".315",".408",".723",".313","252.9","17982"
"Jurickson Profar","SDP","104","460","408","98","20","2","14","54","52","40","75","8","2",".241",".318",".404",".722",".313","340.4","10815"
"Brendan Rodgers","COL","99","426","392","102","23","2","12","48","50","24","103","3","1",".260",".311",".421",".731",".313","477.9","17907"
"Daulton Varsho","","66","281","253","61","13","3","9","35","31","22","63","6","1",".242",".311",".418",".728",".313","293.9","19918"
