"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","wOBA","ADP","playerid"
"Sean Rodriguez","Marlins","8","25","22","4","1","0","1","3","3","2","9","0","0",".203",".289",".374",".663",".285","999.0","6589"
"Rob Brantly","Yankees","27","88","81","20","3","0","2","8","8","6","22","0","0",".243",".302",".354",".656",".284","599.3","10655"
"Dylan Moore","Mariners","11","42","37","8","2","0","1","4","4","3","11","1","1",".213",".295",".358",".653",".284","599.8","18042"
"Michael Hermosillo","Angels","7","26","23","5","1","0","1","3","3","2","9","1","0",".211",".291",".367",".658",".284","999.0","16285"
"Steven Duggar","Giants","20","79","71","17","4","0","1","8","7","7","22","1","1",".239",".302",".353",".655",".283","600.8","17719"
"Jonathan Davis","Blue Jays","8","30","27","6","2","0","0","4","3","2","8","1","0",".230",".308",".338",".646",".283","999.0","15104"
"Delino DeShields","Indians","21","81","71","17","3","0","1","10","6","8","20","4","1",".236",".315",".327",".643",".283","571.7","11379"
"Mike Zunino","Rays","40","143","130","27","6","0","6","15","17","10","50","0","0",".204",".273",".394",".667",".283","509.5","13265"
"Tyler Wade","Yankees","14","49","45","11","2","0","1","6","5","4","13","2","1",".236",".298",".356",".654",".283","600.3","15730"
"Jonathan Arauz","Red Sox","5","21","19","5","1","0","0","2","2","1","4","0","0",".238",".294",".365",".659",".283","999.0","20275"
"Drew Butera","Rockies","8","30","27","6","1","0","0","3","3","2","8","0","0",".239",".302",".351",".653",".283","601.0","3411"
"Dee Gordon","Mariners","39","155","144","39","5","2","1","16","11","6","23","8","2",".273",".306",".350",".656",".282","481.6","8203"
"Cam Gallagher","Royals","12","42","38","9","2","0","1","4","4","3","8","0","0",".242",".297",".354",".651",".281","600.4","12981"
"Jesus Sanchez","Marlins","7","28","26","6","1","0","0","3","3","2","7","0","0",".245",".298",".352",".650",".281","601.0","19913"
"Jarrod Dyson","White Sox","39","147","130","30","5","1","2","18","10","14","26","10","2",".230",".310",".330",".640",".281","444.0","4866"
"Jon Jay","Diamondbacks","8","32","29","8","1","0","0","3","3","2","6","0","0",".267",".323",".317",".640",".280","999.0","5227"
"Martin Maldonado","Astros","37","135","121","27","5","0","4","15","14","9","33","0","0",".219",".288",".362",".650",".280","571.6","6887"
"Monte Harrison","Marlins","23","95","87","19","4","0","3","11","8","7","33","3","1",".220",".287",".360",".647",".280","543.9","17216"
"Andrew Velazquez","Orioles","14","47","44","10","2","0","1","5","4","2","14","1","1",".235",".285",".366",".651",".279","999.0","14196"
"Garrett Stubbs","Astros","13","46","42","10","2","0","1","5","4","4","9","1","0",".227",".297",".343",".641",".279","599.6","18067"
"Orlando Arcia","Brewers","32","119","110","27","5","0","3","12","12","8","24","2","1",".244",".293",".368",".660",".279","576.3","13185"
"Socrates Brito","Pirates","6","22","20","5","1","0","0","2","2","1","6","0","0",".235",".280",".377",".657",".278","999.0","12944"
"Jorge Bonifacio","Tigers","8","33","30","7","2","0","1","4","3","2","9","0","0",".222",".278",".375",".653",".278","999.0","12174"
"Lewis Brinson","Marlins","27","96","88","19","3","1","2","10","10","7","30","2","1",".220",".285",".360",".645",".277","590.4","14352"
"Richie Martin Jr.","Orioles","19","59","53","12","2","0","1","6","5","3","15","2","0",".227",".287",".350",".637",".275","600.0","17736"
"Max Stassi","Angels","22","78","69","14","3","0","2","8","8","7","23","0","0",".208",".286",".347",".634",".275","600.7","10059"
"Chris Davis","Orioles","36","143","125","24","4","0","6","13","16","15","54","0","0",".190",".280",".360",".640",".274","579.7","9272"
"Harold Castro","Tigers","19","76","73","19","2","0","1","7","7","2","16","1","0",".264",".287",".354",".641",".274","600.9","14691"
"Braden Bishop","Mariners","11","42","37","8","2","0","1","4","4","3","11","0","0",".217",".288",".339",".627",".274","999.0","17806"
"Bubba Starling","Royals","16","60","56","13","3","0","1","7","6","3","16","1","0",".232",".280",".359",".638",".274","599.6","13356"
"Josh Harrison","Nationals","14","58","51","12","2","0","1","6","6","4","11","1","0",".226",".297",".334",".630",".273","600.8","8202"
"Adam Engel","White Sox","17","59","54","12","2","0","1","7","5","3","17","1","0",".224",".284",".346",".630",".273","600.8","15082"
"Austin Hedges","Indians","31","115","105","22","4","0","4","11","14","8","34","1","0",".208",".271",".375",".646",".273","592.2","12976"
"Sam Travis","","13","36","33","8","1","0","1","4","4","3","8","0","0",".230",".293",".327",".620",".271","999.0","16263"
"Jake Rogers","Tigers","6","22","20","4","1","0","1","3","3","2","7","0","0",".205",".285",".334",".619",".271","600.7","19452"
"Anthony Alford","Pirates","11","38","35","7","2","0","1","4","3","3","12","2","1",".216",".289",".323",".612",".269","600.9","14329"
"Erik Gonzalez","Pirates","23","82","76","18","3","1","1","8","7","4","22","2","1",".243",".281",".348",".628",".269","600.9","13369"
"Grayson Greiner","Tigers","21","81","73","16","3","0","2","7","8","6","23","0","0",".220",".281",".342",".624",".269","600.2","17062"
"J.T. Riddle","Pirates","20","70","66","15","4","0","1","7","8","4","16","0","0",".232",".275",".362",".637",".268","999.0","17642"
"Wilmer Difo","Nationals","21","76","69","17","2","0","1","9","6","6","16","1","0",".245",".304",".324",".627",".267","600.8","14320"
"Meibrys Viloria","Royals","6","24","22","5","1","0","0","2","2","2","6","0","0",".241",".296",".314",".611",".267","999.0","17109"
"Jorge Mateo","Padres","16","62","59","14","3","1","1","7","6","3","18","2","1",".231",".270",".351",".621",".264","577.3","17273"
"Jose Trevino","Rangers","14","49","46","11","2","0","1","5","5","2","10","0","0",".232",".265",".354",".619",".262","999.0","16725"
"Billy Hamilton","Cubs","27","99","90","21","3","1","0","11","6","8","24","7","2",".229",".290",".304",".594",".261","580.9","10199"
"Scott Schebler","Braves","6","20","18","4","0","0","0","2","2","2","5","0","0",".233",".308",".288",".596",".260","999.0","12225"
"Magneuris Sierra","Marlins","9","35","33","8","1","0","0","4","3","2","7","1","1",".246",".286",".305",".592",".259","595.7","17023"
"Tomas Nido","Mets","18","65","61","13","3","0","1","6","7","3","15","0","0",".220",".261",".341",".603",".257","600.8","13755"
"Marco Hernandez","","9","25","24","6","1","0","0","3","2","1","6","0","0",".250",".276",".311",".587",".255","999.0","13154"
"John Ryan Murphy","Pirates","9","30","27","6","1","0","1","3","3","2","9","0","0",".205",".262",".322",".584",".253","999.0","10346"
"Sandy Leon","Indians","23","79","72","15","3","0","2","7","8","5","20","0","0",".205",".268",".310",".578",".252","600.9","5273"
"Luke Maile","Pirates","20","61","56","11","2","0","1","5","5","4","16","0","0",".200",".259",".283",".542",".239","999.0","13355"
"Jeff Mathis","Rangers","18","61","56","11","2","0","1","5","5","4","20","0","0",".198",".252",".286",".537",".234","999.0","3448"
"Alen Hanson","","9","27","25","5","0","0","0","3","2","1","7","1","0",".191",".231",".237",".469",".207","999.0","12926"
"Kevan Smith","Rays","0","44","44","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000",".000","601.0","12284"
